순번,영화명,감독,제작사,수입사,배급사,개봉일,영화형태,국적,전국 매출액,전국 관객수,장르,등급,영화구분
1416,날아라 허동구,박규태,(주)타이거픽쳐스,,(주)쇼박스,2007-04-26,장편,한국,0,396811,가족,전체관람가,일반영화
1417,집행자,최진호,활동사진 (주)스폰지이엔티 (주)발콘,,(주)스폰지이엔티 실버스푼,2009-11-05,장편,한국,2961477652,395865,드라마,청소년관람불가,독립/예술영화
1418,파이널 데스티네이션,제임스 왕,뉴라인 시네마,(주)미로비젼,(주)미로비젼,2006-05-11,장편,미국,0,395755,공포(호러),18세관람가,일반영화
1419,명탐정 코난 : 제로의 집행인,타치카와 유즈루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2018-08-08,장편,일본,3007522361,395408,애니메이션,12세이상관람가,일반영화
1420,더 독,루이스 리테리어,TF1 필름 프로덕션,(주)아펙스 엔터테인먼트 쇼이스트(주),(주)아펙스 엔터테인먼트 UIP코리아,2005-09-16,장편,프랑스,0,395000,액션,15세관람가,일반영화
1421,모노폴리,이항배,한맥영화(주),,롯데쇼핑㈜롯데엔터테인먼트,2006-06-01,장편,한국,0,394935,범죄,15세관람가,일반영화
1422,천년호,이광훈,한맥영화(주),,(주)시네마서비스,2003-11-28,장편,한국,0,393962,멜로/로맨스,15세관람가,일반영화
1423,헬보이 2 : 골든 아미,길예르모 델 토로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-09-25,장편,미국,2522851500,391513,SF,12세이상관람가,일반영화
1424,원더 우먼 1984,팻티 젠킨스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2020-12-23,장편,미국,3490431460,390986,액션,12세이상관람가,일반영화
1425,멋진 하루,이윤기,(주)스폰지이엔티 (주)영화사봄,,롯데쇼핑㈜롯데엔터테인먼트,2008-09-25,장편,한국,2554838451,390741,드라마,12세이상관람가,독립/예술영화
1426,명탐정 코난 : 수평선상의 음모,야마모토 야스이치로,,(주)씨제이이엔엠,(주)씨제이이엔엠,2013-08-07,장편,일본,2460173000,389253,애니메이션,12세이상관람가,일반영화
1427,월래스와 그로밋 : 거대토끼의 저주,닉 파크 스티브 박스,드림웍스 SKG,CJ ENM,CJ ENM,2005-11-04,장편,영국,0,388499,애니메이션,전체관람가,일반영화
1428,피터 래빗,윌 글럭,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-05-16,장편,미국,3006258100,388300,애니메이션,전체관람가,일반영화
1429,론 레인저,고어 버빈스키,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-07-04,장편,미국,2750149500,387527,액션,15세이상관람가,일반영화
1430,내 심장을 쏴라,문제용,(주)주피터필름,,(주)리틀빅픽쳐스 (주)이수C&E,2015-01-28,장편,한국,2856859132,387409,드라마,15세이상관람가,일반영화
1431,제미니 맨,이안,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-09,장편,미국,3295969230,387342,액션,12세이상관람가,일반영화
1432,나의 독재자,이해준,반짝반짝영화사(주),,롯데쇼핑㈜롯데엔터테인먼트,2014-10-30,장편,한국,2906692546,385934,드라마,15세이상관람가,일반영화
1433,명장,진가신,,(주)스폰지이엔티 미디어소프트,롯데쇼핑㈜롯데엔터테인먼트 미디어소프트,2008-01-30,장편,중국,2559950500,385841,액션,청소년관람불가,일반영화
1434,천재 강아지 미스터 피바디,롭 민코프,,(주)씨제이이엔엠,(주)씨제이이엔엠,2014-04-24,장편,미국,2859791400,385552,애니메이션,전체관람가,일반영화
1435,럭키 넘버 슬레븐,폴 맥기건,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2006-06-22,장편,미국,0,384790,스릴러,18세관람가,일반영화
1436,언더 워터,자움 콜렛 세라,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-07-13,장편,미국,3111772391,384789,공포(호러),15세이상관람가,일반영화
1437,크로니클,조쉬 트랭크,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-03-15,장편,미국,2881024000,383862,액션,15세이상관람가,일반영화
1438,신석기 블루스,김도혁,㈜팝콘필름,,(주)쇼박스,2004-12-30,장편,한국,0,383674,코미디,15세관람가,일반영화
1439,사랑의 레시피,스콧 힉스,캐슬 락 엔터테인먼트 빌리지 로드쇼 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2007-08-30,장편,미국,0,383655,멜로/로맨스,전체관람가,일반영화
1440,보통사람,김봉한,(주)트리니티엔터테인먼트 (주)영화사장춘,,오퍼스픽쳐스(유),2017-03-23,장편,한국,2956397623,383336,드라마,15세이상관람가,일반영화
1441,소수의견,김성제,(주)하리마오픽쳐스,,(주)시네마서비스,2015-06-24,장편,한국,2891431205,383332,드라마,15세이상관람가,일반영화
1442,트론: 새로운 시작,조셉 코신스키,라이브플래닛,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-12-29,장편,미국,4258700247,382607,SF,12세이상관람가,일반영화
1443,싸움,한지승,(주)시네마서비스 상상필름(주),,(주)시네마서비스,2007-12-12,장편,한국,0,382422,멜로/로맨스,15세이상관람가,일반영화
1444,내 이름은 칸,카란 조하르,,프리비젼엔터테인먼트,필라멘트픽쳐스,2011-03-24,장편,인도,2820922500,381243,드라마,12세이상관람가,독립/예술영화
1445,대장 김창수,이원태,(주)비에이엔터테인먼트 (주)무비스퀘어,,(주)키다리이엔티 주식회사 키위컴퍼니,2017-10-19,장편,한국,2871905115,380581,드라마,12세이상관람가,일반영화
1446,클릭,프랭크 코라치,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-02-01,장편,미국,0,379377,코미디,12세이상관람가,일반영화
1447,스토커,박찬욱,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-02-28,장편,미국,2828301674,378729,드라마,청소년관람불가,일반영화
1448,착신아리2,츠카모토 렌페이,가도가와픽쳐스 다이에 스튜디오,한맥영화(주),CJ ENM,2005-04-29,장편,일본,0,378520,공포(호러),15세관람가,일반영화
1449,공자 춘추전국시대,후메이,베이징 다디 센츄리,아이엠제이 유한회사 프리비젼엔터테인먼트,(주)시너지하우스 (시너지),2010-02-11,장편,중국,2819298799,377801,드라마,12세이상관람가,일반영화
1450,우리 동네,정길영,(주)오브젝트필름,,CJ ENM (주)시네마서비스,2007-11-29,장편,한국,,377591,스릴러,청소년관람불가,일반영화
1451,고스트 라이더,마크 스티븐 존슨,콜럼비아 픽쳐스 코포레이션 마블 엔터프라이즈,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-04-12,장편,미국,0,376333,액션,15세이상관람가,일반영화
1452,프롬 파리 위드 러브,피에르 모렐,유로파 Corp.,㈜케이디미디어,㈜케이디미디어,2010-03-11,장편,프랑스,2850441248,375573,액션,청소년관람불가,일반영화
1453,폴라 익스프레스,로버트 저메키스,캐슬 락 엔터테인먼트 워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2004-12-23,장편,미국,0,374400,애니메이션,전체관람가,일반영화
1454,컨트롤러,조지 놀피,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2011-03-03,장편,미국,2862234500,373344,스릴러,12세이상관람가,일반영화
1455,언더월드,렌 와이즈먼,,,(주)쇼박스,2003-09-25,장편,미국,0,370212,공포(호러),18세관람가,일반영화
1456,월드 트레이드 센터,올리버 스톤,파라마운트 픽쳐스,UIP코리아,UIP코리아,2006-10-15,장편,미국,0,369000,드라마,12세관람가,일반영화
1457,눈의 여왕 3: 눈과 불의 마법대결,알렉세이 트시칠린,,(주)시네마리퍼블릭,(주)이수C&E,2017-01-04,장편,러시아,2694247700,366442,애니메이션,전체관람가,독립/예술영화
1458,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,유야마 쿠니히코,이스트저팬마케팅앤커뮤니케이션,(주)포켓몬코리아,씨제이 씨지브이(CJ CGV)(주),2010-12-23,장편,일본,2557477869,366277,애니메이션,전체관람가,일반영화
1459,쏜다,박정우,시오필름(주),,(주)쇼박스,2007-03-14,장편,한국,0,365684,코미디,15세이상관람가,일반영화
1460,마들렌,박광춘,프리시네마(주),,(주)시네마서비스,2003-01-10,장편,한국,0,365656,드라마,15세관람가,일반영화
1461,문프린세스 : 문에이커의 비밀,가버 추보,,(주)성원아이컴,(주)성원아이컴,2009-02-19,장편,영국,2260376662,365525,어드벤처,전체관람가,일반영화
1462,더 링,고어 버빈스키,,CJ ENM,CJ ENM,2003-01-10,장편,미국,0,365518,공포(호러),15세관람가,일반영화
1463,그레이의 50가지 그림자,샘 테일러-존슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-02-26,장편,미국,2918598796,364415,드라마,청소년관람불가,일반영화
1464,파라노말 액티비티 2,서동욱 토드 윌리엄스,파라마운트 픽쳐스,CJ ENM,CJ ENM,2010-10-21,장편,미국,2616761211,364251,공포(호러),12세이상관람가,독립/예술영화
1465,레드 라이딩 후드,캐서린 하드윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-03-17,장편,미국,2728562500,362572,드라마,15세이상관람가,일반영화
1466,투 윅스 노티스,마크 로렌스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2003-02-14,장편,미국,0,362000,멜로/로맨스,전체관람가,일반영화
1467,강적,조민호,(주)미로비젼,,(주)쇼박스,2006-06-22,장편,한국,0,361155,액션,15세관람가,일반영화
1468,펠햄 123,토니 스콧,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-06-11,장편,미국,2415075136,360661,액션,15세이상관람가,일반영화
1469,무인 곽원갑,우인태,베이징 필름 스튜디오,쇼이스트(주),쇼이스트(주),2006-03-23,장편,중국,0,360630,액션,12세관람가,독립/예술영화
1470,홈,팀 존슨,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-05-21,장편,미국,2692225691,360556,애니메이션,전체관람가,일반영화
1471,블라인드 사이드,존 리 행콕,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-04-15,장편,미국,2643699147,359899,드라마,12세이상관람가,독립/예술영화
1472,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,유야마 쿠니히코,,(주)포켓몬코리아,(주)씨제이이엔엠,2011-12-22,장편,일본,2382820000,359663,애니메이션,전체관람가,일반영화
1473,고질라: 킹 오브 몬스터,마이클 도허티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-05-29,장편,미국,3085036318,359041,액션,12세이상관람가,일반영화
1474,환생,시미즈 다카시,,(주)쇼박스,(주)쇼박스,2006-06-08,장편,일본,0,358591,공포(호러),15세관람가,일반영화
1475,크리스마스 캐롤,로버트 저메키스,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-11-26,장편,미국,2703851150,358286,애니메이션,전체관람가,일반영화
1476,데스노트 L: 새로운 시작,나카타 히데오,,(주)엔케이컨텐츠 (주)스폰지이엔티,(주)엔케이컨텐츠 (유)씨에이치엔터테인먼트,2008-02-21,장편,일본,2174665500,358046,스릴러,15세이상관람가,일반영화
1477,클로버필드 10번지,댄 트라첸버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-04-07,장편,미국,2922834655,356976,미스터리,15세이상관람가,일반영화
1478,어바웃 러브,존 헤이,,(주)아이비젼 엔터테인먼트,(주)튜브엔터테인먼트,2005-04-21,장편,영국,0,356638,드라마,15세관람가,일반영화
1479,경성학교: 사라진 소녀들,이해영,청년필름(주) 비밀의화원,,롯데쇼핑㈜롯데엔터테인먼트,2015-06-18,장편,한국,2749027700,356342,미스터리,15세이상관람가,일반영화
1480,씬 시티,프랭크 밀러 쿠엔틴 타란티노,디멘션 필름즈,쇼이스트(주),쇼이스트(주),2005-06-30,장편,미국,0,356183,범죄,18세관람가,일반영화
1481,더 캣,보 웰치,,CJ ENM,CJ ENM,2003-12-31,장편,미국,0,356143,판타지,전체관람가,일반영화
1482,어쌔신 크리드,저스틴 커젤,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-01-11,장편,미국,2899784921,355913,액션,15세이상관람가,일반영화
1483,플립,롭 라이너,,(주)팝엔터테인먼트,(주)팝엔터테인먼트,2017-07-12,장편,미국,2818791900,354601,드라마,12세이상관람가,일반영화
1484,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2018-12-19,장편,일본,2735399650,353012,애니메이션,전체관람가,일반영화
1485,브라더 베어,애론 블레이즈 로버트 워커,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-01-16,장편,미국,0,352691,드라마,전체관람가,일반영화
1486,아홉살 인생,윤인호,(주)황기성 사단 (주)조이슈즈,,(주)시네마서비스,2004-03-26,장편,한국,0,352182,드라마,전체관람가,독립/예술영화
1487,원초적 본능 2,프레드 올렌 레이 마이클 카튼-존스,C-2 픽쳐스,(주)팬텀,(주)시네마서비스,2006-03-30,장편,미국,0,351882,스릴러,18세관람가,일반영화
1488,석조저택 살인사건,정식 김휘,주식회사 영화사다,,(주)키다리이엔티,2017-05-09,장편,한국,2815742886,351830,스릴러,15세이상관람가,일반영화
1489,커플즈,정용기,시오필름(주) (주)바른손이앤에이,,(주)싸이더스,2011-11-02,장편,한국,2646578500,351779,멜로/로맨스,15세이상관람가,일반영화
1490,미드나잇 인 파리,우디 알렌,,(주)엔케이컨텐츠 (주)드림팩트엔터테인먼트 (주)더블앤조이픽쳐스,(주)디스테이션 (주)드림팩트엔터테인먼트 (주)나이너스엔터테인먼트,2012-07-05,장편,미국,2607349898,351555,코미디,15세이상관람가,독립/예술영화
1491,나이트 플라이트,웨스 크레이븐,드림웍스 SKG,CJ ENM,CJ ENM,2005-09-09,장편,미국,0,351518,스릴러,15세관람가,일반영화
1492,싱글라이더,이주영,(주)퍼펙트스톰필름,,워너브러더스 코리아(주),2017-02-22,장편,한국,2685519021,351276,드라마,15세이상관람가,일반영화
1493,오! 문희,정세교,(주)빅스톤픽쳐스,,CGV아트하우스,2020-09-02,장편,한국,2798758600,351162,코미디,12세이상관람가,일반영화
1494,그녀,스파이크 존즈,,주식회사 더쿱,주식회사 더쿱 유니버설픽쳐스인터내셔널 코리아(유),2014-05-22,장편,미국,2861230000,351091,드라마,청소년관람불가 15세이상관람가,독립/예술영화
1495,오즈 그레이트 앤드 파워풀,샘 레이미,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-03-07,장편,미국,2886185000,350563,판타지,전체관람가,일반영화
1496,열한번째 엄마,김진성,(주)씨스타픽쳐스 몽마루,,(주)쇼박스,2007-11-29,장편,한국,0,350204,드라마,12세이상관람가,일반영화
1497,킬빌,쿠엔틴 타란티노,,㈜에스앤엠코리아,CJ ENM,2003-11-21,장편,미국,0,349699,액션,18세관람가,일반영화
1498,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,유야마 쿠니히코,,(주)포켓몬코리아,(주)씨제이이엔엠,2012-12-19,장편,일본,1357449750,348883,애니메이션,전체관람가,일반영화
1499,해프닝,M. 나이트 샤말란,,이십세기폭스코리아(주),이십세기폭스코리아(주),2008-06-12,장편,미국,2366614500,348772,SF,청소년관람불가,일반영화
1500,7호실,이용승,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2017-11-15,장편,한국,2677284639,347790,코미디,15세이상관람가,일반영화
1501,셔터,팍품 웡품,GMM픽처스,CJ ENM,CJ ENM,2005-06-30,장편,태국,0,347141,공포(호러),15세관람가,일반영화
1502,치외법권,신동엽,(주)유니프로 (주)스톰픽쳐스코리아,,판씨네마(주),2015-08-27,장편,한국,2664941005,346483,액션,15세이상관람가,일반영화
1503,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,시기노 아키라,,대원미디어(주),(주)씨제이이엔엠,2011-05-05,장편,일본,2319696500,346441,애니메이션,전체관람가,일반영화
1504,썸,장윤현,씨앤필름(주),,(주)시네마서비스,2004-10-22,장편,한국,0,346000,스릴러,15세관람가,일반영화
1505,덤보,팀 버튼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-03-27,장편,미국,2775096512,345521,가족,전체관람가,일반영화
